FID,SHAPE,SE_SDO_ROWID,SE_ANNO_CAD_DATA,BEZIRK,ADRESSE,ANZAHL,ART_KAT
FAHRRADABSTELLANLAGEOGD.6554462,POINT (16.378639120330426 48.19838489042664),6554462,,3,Strohgasse 28,6,0
FAHRRADABSTELLANLAGEOGD.6554463,POINT (16.381920302586035 48.21953567417038),6554463,,2,Novaragasse 6,10,0
FAHRRADABSTELLANLAGEOGD.6554464,POINT (16.399838668594764 48.255805301208824),6554464,,21,"Franklinstraße, Unterführung Schnellbahn",40,1
FAHRRADABSTELLANLAGEOGD.6554465,POINT (16.35989599798049 48.19758509406487),6554465,,6,Köstlergasse 1,8,0
FAHRRADABSTELLANLAGEOGD.6554466,POINT (16.362815220239085 48.22586963739038),6554466,,9,Rotenlöwengasse 5,10,0
FAHRRADABSTELLANLAGEOGD.6554467,POINT (16.3865420974047 48.22294963394993),6554467,,2,"Volkertplatz, Durchfahrtsstraße Markt",6,0
FAHRRADABSTELLANLAGEOGD.6554468,POINT (16.376511407617876 48.19954854382808),6554468,,3,Am Heumarkt 10,6,0
FAHRRADABSTELLANLAGEOGD.6554469,POINT (16.33409212305226 48.202432180313835),6554469,,15,Roland-Rainer-Platz 1,8,0
FAHRRADABSTELLANLAGEOGD.6554470,POINT (16.348037722415036 48.21068297421869),6554470,,8,Fuhrmannsgasse 5,6,0
FAHRRADABSTELLANLAGEOGD.6554471,POINT (16.40152773669888 48.20128723366666),6554471,,3,Haidingergasse 2,10,0
FAHRRADABSTELLANLAGEOGD.6554472,POINT (16.401412049447636 48.20114531247948),6554472,,3,Haidingergasse 4,8,0
FAHRRADABSTELLANLAGEOGD.6554473,POINT (16.388285921989706 48.2165932568441),6554473,,2,Praterstraße 66,8,0
FAHRRADABSTELLANLAGEOGD.6554474,POINT (16.451894221350905 48.278229195601725),6554474,,21,Thayagasse ggü. 19,52,0
FAHRRADABSTELLANLAGEOGD.6554475,POINT (16.439411661927636 48.211329684264776),6554475,,22,U2-Donaustadtbrücke Süd,18,1
FAHRRADABSTELLANLAGEOGD.6554476,POINT (16.36091014222797 48.1996265142903),6554476,,6,Lehargasse 19,4,0
FAHRRADABSTELLANLAGEOGD.6554477,POINT (16.31132518832484 48.198258522921876),6554477,,14,Meiselstraße 62,6,0
FAHRRADABSTELLANLAGEOGD.6554478,POINT (16.36927178158205 48.23621534625002),6554478,,20,Wexstraße 19-23,10,0
FAHRRADABSTELLANLAGEOGD.6554479,POINT (16.338824479738516 48.20977061368288),6554479,,16,Lerchenfelder Gürtel ggü. 45,16,0
FAHRRADABSTELLANLAGEOGD.6554480,POINT (16.31121042614118 48.20000701759458),6554480,,14,"Breitenseer Straße ggü. 18, U3 Hütteldorfer Straße",14,0
FAHRRADABSTELLANLAGEOGD.6554481,POINT (16.340010847352644 48.20946754430755),6554481,,8,Pfeilgasse 53,10,0
FAHRRADABSTELLANLAGEOGD.6554482,POINT (16.32363022733558 48.23600733357783),6554482,,18,Hockegasse 24,6,0
FAHRRADABSTELLANLAGEOGD.6554483,POINT (16.338919854117496 48.20964116213566),6554483,,8,Lerchenfelder Gürtel_ggü Pfeilgasse,12,1
FAHRRADABSTELLANLAGEOGD.6554484,POINT (16.26162015465566 48.19935092241721),6554484,,14,Samhaberplatz 5,6,0
FAHRRADABSTELLANLAGEOGD.6554485,POINT (16.355257562747447 48.204251657876696),6554485,,7,Burggasse 6-8,12,0
FAHRRADABSTELLANLAGEOGD.6554486,POINT (16.364056347436005 48.21572386256872),6554486,,9,Liechtensteinstraße 2,10,0
FAHRRADABSTELLANLAGEOGD.6554487,POINT (16.466675351803083 48.21942449858854),6554487,,22,"Langobardenstraße 103 B, Tamariskengasse",20,1
FAHRRADABSTELLANLAGEOGD.6554488,POINT (16.331453665307258 48.21310148308332),6554488,,16,Haberlgasse 78,6,0
FAHRRADABSTELLANLAGEOGD.6554489,POINT (16.337474215667623 48.21326006676735),6554489,,16,Schellhammergasse 12,8,0
FAHRRADABSTELLANLAGEOGD.6554490,POINT (16.420346271159676 48.227767353053636),6554490,,22,Schödlbergergasse ggü.16,6,0
FAHRRADABSTELLANLAGEOGD.6554491,POINT (16.332998685307132 48.194228789792426),6554491,,15,Friedrichsplatz ggü. 3,6,0
FAHRRADABSTELLANLAGEOGD.6554492,POINT (16.368977070168466 48.235976497414136),6554492,,20,Wexstraße 22,8,0
FAHRRADABSTELLANLAGEOGD.6554493,POINT (16.36104997537107 48.21379168787562),6554493,,1,Universitätsstraße 1,5,1
FAHRRADABSTELLANLAGEOGD.6554494,POINT (16.322048126903734 48.137907154897995),6554494,,23,Perfektastraße 17,8,0
FAHRRADABSTELLANLAGEOGD.6554495,POINT (16.36906065364154 48.23051104780174),6554495,,20,Hannovergasse 13-15,6,0
FAHRRADABSTELLANLAGEOGD.6554496,POINT (16.368067926621215 48.22921710224934),6554496,,20,Klosterneuburger Straße 26,6,0
FAHRRADABSTELLANLAGEOGD.6554497,POINT (16.283699257509323 48.13402010112699),6554497,,23,Franz-Parsche-Gasse 8,58,0
FAHRRADABSTELLANLAGEOGD.6554498,POINT (16.4746253296041 48.22187067604527),6554498,,22,Erzherzog-Karl-Straße 214,56,0
FAHRRADABSTELLANLAGEOGD.6554499,POINT (16.303614915320978 48.18741494956035),6554499,,13,"Schönbrunner Schloßstraße, Kennedybrücke",6,0
FAHRRADABSTELLANLAGEOGD.6554500,POINT (16.420421387681404 48.29760234100572),6554500,,21,"Brünner Straße ggü. 260, Endstation Linie 30/31",12,0
FAHRRADABSTELLANLAGEOGD.6554501,POINT (16.36990849334686 48.25211273680379),6554501,,19,Muthgasse 62,12,0
FAHRRADABSTELLANLAGEOGD.6554502,POINT (16.450817134429744 48.22033402395563),6554502,,22,"Hans-Mayr-Platz, U2-Stadlau",40,1
FAHRRADABSTELLANLAGEOGD.6554503,POINT (16.369980182456793 48.205490015416046),6554503,,1,Tegetthoffstraße 2,6,0
FAHRRADABSTELLANLAGEOGD.6554504,POINT (16.33659138034544 48.21173815131524),6554504,,16,Gaullachergasse 17,4,0
FAHRRADABSTELLANLAGEOGD.6554505,POINT (16.371518763311588 48.2515596116482),6554505,,19,Nußdorfer Lände 35,8,0
FAHRRADABSTELLANLAGEOGD.6554506,POINT (16.32667471300777 48.182946671108624),6554506,,12,Schönbrunner Straße 273,22,0
FAHRRADABSTELLANLAGEOGD.6554507,POINT (16.33732000401926 48.20701439981033),6554507,,16,Lerchenfelder Gürtel ggü. 27,6,0
FAHRRADABSTELLANLAGEOGD.6554508,POINT (16.379747050972764 48.2115690804441),6554508,,1,Franz-Josefs-Kai ggü. 11,8,0
FAHRRADABSTELLANLAGEOGD.6554509,POINT (16.41349894334963 48.29415698034286),6554509,,21,Kummergasse 2,8,0
FAHRRADABSTELLANLAGEOGD.6554510,POINT (16.38508101615176 48.22413983039705),6554510,,2,Gabelsbergergasse 2,6,0
FAHRRADABSTELLANLAGEOGD.6554511,POINT (16.354632371991215 48.20501250612768),6554511,,7,Zitterhofergasse 8,6,0
FAHRRADABSTELLANLAGEOGD.6554512,POINT (16.360945211024102 48.23088691616856),6554512,,9,"Nordbergstraße 33, Nordbergbrücke",42,0
FAHRRADABSTELLANLAGEOGD.6554513,POINT (16.43282107415896 48.20451581462036),6554513,,2,Wehlistraße / Wilhelmine-Moik-Platz,12,0
FAHRRADABSTELLANLAGEOGD.6554514,POINT (16.36827336325377 48.21676247197994),6554514,,1,"Schottenring, ggü. Deutschmeisterplatz",10,0
FAHRRADABSTELLANLAGEOGD.6554515,POINT (16.369782777153688 48.235350994915365),6554515,,20,"Leipziger Straße 21, U/6-Station",8,0
FAHRRADABSTELLANLAGEOGD.6554516,POINT (16.44915554850021 48.219817630308846),6554516,,22,"Kaisermühlenstraße ggü. 26, U2-Stadlau Süd",60,0
FAHRRADABSTELLANLAGEOGD.6554517,POINT (16.40472948908463 48.13743952853557),6554517,,10,Ober-Laaer-Platz 2,6,0
FAHRRADABSTELLANLAGEOGD.6554518,POINT (16.429108630667038 48.16340522654352),6554518,,11,"Florian-Hedorfer-Straße 5, Hallenbad Simmering",4,0
FAHRRADABSTELLANLAGEOGD.6554519,POINT (16.501378926172602 48.24945039854596),6554519,,22,Schukowitzgasse 77B,18,0
FAHRRADABSTELLANLAGEOGD.6554520,POINT (16.38788849273429 48.21639331689794),6554520,,2,Praterstraße 60,6,0
FAHRRADABSTELLANLAGEOGD.6554521,POINT (16.465754393756054 48.15405977713412),6554521,,11,Svetelskystraße 18,8,0
FAHRRADABSTELLANLAGEOGD.6554522,POINT (16.47033143506967 48.160024691562505),6554522,,11,"Kaiser-Ebersdorfer-Straße ggü. 287, Etrichstraße",14,0
FAHRRADABSTELLANLAGEOGD.6554523,POINT (16.429294176233366 48.16299753541382),6554523,,11,"Florian-Hedorfer-Straße 5, Hallenbad Simmering",14,0
FAHRRADABSTELLANLAGEOGD.6554524,POINT (16.43437469325127 48.158658932871106),6554524,,11,Simmeringer Hauptstraße 283,16,0
FAHRRADABSTELLANLAGEOGD.6554525,POINT (16.360677251436336 48.22567764499822),6554525,,9,Julius-Tandler-Platz ggü. 2,22,0
FAHRRADABSTELLANLAGEOGD.6554526,POINT (16.45312076543624 48.151185116757816),6554526,,11,Simmeringer Hauptstraße 246 ZFH 4. Tor,6,0
FAHRRADABSTELLANLAGEOGD.6554527,POINT (16.420291756980237 48.2709486481254),6554527,,21,Siemensplatz,24,0
FAHRRADABSTELLANLAGEOGD.6554528,POINT (16.464063497773587 48.15413487701399),6554528,,11,Rosa-Jochmann-Ring 5,8,0
FAHRRADABSTELLANLAGEOGD.6554529,POINT (16.384367248748998 48.211068585367315),6554529,,1,Schallautzerstraße ggü. 2,8,0
FAHRRADABSTELLANLAGEOGD.6554530,POINT (16.474930009539612 48.158571069545154),6554530,,11,Münnichplatz 6,8,0
FAHRRADABSTELLANLAGEOGD.6554531,POINT (16.36986759807149 48.251985017285136),6554531,,19,Muthgasse 60,6,0
FAHRRADABSTELLANLAGEOGD.6554532,POINT (16.45452750615769 48.15370787615438),6554532,,11,Pantucekgasse 13,6,0
FAHRRADABSTELLANLAGEOGD.6554533,POINT (16.36939742912863 48.23623717237652),6554533,,20,Wexstraße 19-23,14,0
FAHRRADABSTELLANLAGEOGD.6554534,POINT (16.454430300330014 48.16050909424325),6554534,,11,Kaiser-Ebersdorfer-Straße 197,8,0
FAHRRADABSTELLANLAGEOGD.6554535,POINT (16.46251383594729 48.15195834902105),6554535,,11,Wopenkastraße 1,6,0
FAHRRADABSTELLANLAGEOGD.6554536,POINT (16.379785986245146 48.17957943129157),6554536,,10,Sonnwendgasse 27,6,0
FAHRRADABSTELLANLAGEOGD.6554537,POINT (16.46611643748765 48.154283386171315),6554537,,11,Etrichstraße - Svetelskystraße,8,0
FAHRRADABSTELLANLAGEOGD.6554538,POINT (16.36435765242173 48.211818761297636),6554538,,1,Freyung 4,20,0
FAHRRADABSTELLANLAGEOGD.6554539,POINT (16.448968716809954 48.15224218912318),6554539,,11,"Simmeringer Hauptstraße 240, Zentralfriedhof 3. Tor",6,0
FAHRRADABSTELLANLAGEOGD.6554540,POINT (16.325197924599262 48.21930462684904),6554540,,17,Gschwandnergasse 42,6,0
FAHRRADABSTELLANLAGEOGD.6554541,POINT (16.396663784954733 48.221536471468035),6554541,,2,Lassallestraße 5,6,0
FAHRRADABSTELLANLAGEOGD.6554542,POINT (16.369949493237442 48.23513060865348),6554542,,20,U/6-Station Jägerstraße,12,0
FAHRRADABSTELLANLAGEOGD.6554543,POINT (16.40618784736384 48.255227247473044),6554543,,21,Schloßhofer Straße 53,8,0
FAHRRADABSTELLANLAGEOGD.6554544,POINT (16.444328433567428 48.162565568831155),6554544,,11,Hörtengasse 2,8,0
FAHRRADABSTELLANLAGEOGD.6554545,POINT (16.458967153680096 48.15494702506989),6554545,,11,"Rosa-Jochmann-Ring 2, Svetelskystraße",8,0
FAHRRADABSTELLANLAGEOGD.6554546,POINT (16.456021532380145 48.157693548545964),6554546,,11,Rzehakgasse 7,6,0
FAHRRADABSTELLANLAGEOGD.6554547,POINT (16.36356737483446 48.22195638708345),6554547,,9,Müllnergasse 16,6,0
FAHRRADABSTELLANLAGEOGD.6554548,POINT (16.42848334723219 48.16207249749424),6554548,,11,Weißenböckstraße 2,6,0
FAHRRADABSTELLANLAGEOGD.6554549,POINT (16.34443189888347 48.21813044976319),6554549,,9,Borschkegasse ggü. 9,16,0
FAHRRADABSTELLANLAGEOGD.6554550,POINT (16.348193996398752 48.21724194946409),6554550,,9,Pelikangasse 16-18,8,0
FAHRRADABSTELLANLAGEOGD.6554551,POINT (16.28068956970746 48.13639470444237),6554551,,23,Breitenfurter Straße 360-368,6,0
FAHRRADABSTELLANLAGEOGD.6554552,POINT (16.442419754537397 48.15457243601136),6554552,,11,Simmeringer Hauptstraße 341,6,0
FAHRRADABSTELLANLAGEOGD.6554553,POINT (16.32458477012126 48.23533038656012),6554553,,18,Witthauergasse 32,6,0
FAHRRADABSTELLANLAGEOGD.6554554,POINT (16.378099070631254 48.20584835249061),6554554,,1,Liebenberggasse 6,12,0
FAHRRADABSTELLANLAGEOGD.6554555,POINT (16.389347303044406 48.21241431092045),6554555,,3,Obere Weißgerberstraße 16,6,0
FAHRRADABSTELLANLAGEOGD.6554556,POINT (16.37486932046302 48.2032406780977),6554556,,1,"Fichtegasse 4, Hegelgasse",6,0
FAHRRADABSTELLANLAGEOGD.6554557,POINT (16.372324051321083 48.20318866243536),6554557,,1,Walfischgasse 13,6,0
FAHRRADABSTELLANLAGEOGD.6554558,POINT (16.373717217248196 48.201676449103644),6554558,,1,Kärntner Ring 17,8,0
FAHRRADABSTELLANLAGEOGD.6554559,POINT (16.384794352217714 48.20931418846669),6554559,,3,Vordere Zollamtsstraße 3,8,0
FAHRRADABSTELLANLAGEOGD.6554560,POINT (16.381354961046416 48.20817457271441),6554560,,1,Stubenring ggü. 20,4,0
FAHRRADABSTELLANLAGEOGD.6554561,POINT (16.378634929511733 48.20691827721986),6554561,,1,Zedlitzgasse 6,7,1
FAHRRADABSTELLANLAGEOGD.6554562,POINT (16.394093971799887 48.210907126368475),6554562,,3,Krieglergasse 18,6,0
FAHRRADABSTELLANLAGEOGD.6554563,POINT (16.341357139110038 48.2093851751735),6554563,,8,Pfeilgasse 42B,8,0
FAHRRADABSTELLANLAGEOGD.6554564,POINT (16.383300594182916 48.21150076702106),6554564,,1,Uraniastraße 1,6,0
FAHRRADABSTELLANLAGEOGD.6554565,POINT (16.37324886996189 48.203024607188404),6554565,,1,"Walfischgasse 15, Schwarzenbergstraße",8,0
FAHRRADABSTELLANLAGEOGD.6554566,POINT (16.37297181190173 48.201795799418825),6554566,,1,Kärntner Ring 11-13,6,0
FAHRRADABSTELLANLAGEOGD.6554567,POINT (16.345708357970228 48.20861260060419),6554567,,8,Lerchengasse 17,6,0
FAHRRADABSTELLANLAGEOGD.6554568,POINT (16.38262846176147 48.20984077887818),6554568,,1,Stubenring ggü. 1,34,0
FAHRRADABSTELLANLAGEOGD.6554569,POINT (16.391044227918496 48.20914193108583),6554569,,3,Kolonitzplatz ggü. 5,8,0
FAHRRADABSTELLANLAGEOGD.6554570,POINT (16.378581968182377 48.20694358572781),6554570,,1,Zedlitzgasse 6,8,0
FAHRRADABSTELLANLAGEOGD.6554571,POINT (16.382799481618978 48.20863287807074),6554571,,1,Oskar-Kokoschka-Platz 2,30,0
FAHRRADABSTELLANLAGEOGD.6554572,POINT (16.36034510648214 48.22076539503756),6554572,,9,Bauernfeldplatz 4,8,0
FAHRRADABSTELLANLAGEOGD.6554573,POINT (16.339626099952998 48.19284787053781),6554573,,6,Wallgasse 31,4,0
FAHRRADABSTELLANLAGEOGD.6554574,POINT (16.387893204360537 48.207669005789846),6554574,,3,"Hansalgasse 1, Untere Viaduktgasse",6,0
FAHRRADABSTELLANLAGEOGD.6554575,POINT (16.37620312594079 48.20262101828136),6554575,,1,Schubertring 5,4,0
FAHRRADABSTELLANLAGEOGD.6554576,POINT (16.357274552753527 48.229409498328536),6554576,,9,Newaldgasse ggü. 6-10,10,0
FAHRRADABSTELLANLAGEOGD.6554577,POINT (16.356203819708714 48.22797778049702),6554577,,9,Liechtensteinstraße 88,10,0
FAHRRADABSTELLANLAGEOGD.6554578,POINT (16.364599512395603 48.21802460523819),6554578,,9,Türkenstraße 25,8,0
FAHRRADABSTELLANLAGEOGD.6554579,POINT (16.337450877322848 48.23390891318001),6554579,,18,Hasenauerstraße 52,5,0
FAHRRADABSTELLANLAGEOGD.6554580,POINT (16.35639148736641 48.198948344571654),6554580,,6,Windmühlgasse 17,6,0
FAHRRADABSTELLANLAGEOGD.6554581,POINT (16.28440645752866 48.1733357353331),6554581,,13,Eduard-Jaeger-Gasse 1,12,0
FAHRRADABSTELLANLAGEOGD.6554582,POINT (16.375912615075677 48.20636254936062),6554582,,1,Singerstraße 25,4,0
FAHRRADABSTELLANLAGEOGD.6554583,POINT (16.356932533612074 48.198724669843685),6554583,,6,Stiegengasse ggü. 16,8,0
FAHRRADABSTELLANLAGEOGD.6554584,POINT (16.343593984627343 48.1980354715412),6554584,,7,Schottenfeldgasse 13-15,6,0
FAHRRADABSTELLANLAGEOGD.6554585,POINT (16.341198464060806 48.1980029575221),6554585,,7,Kaiserstraße 11,8,0
FAHRRADABSTELLANLAGEOGD.6554586,POINT (16.340141919211636 48.203464481821484),6554586,,7,Kaiserstraße 67,6,0
FAHRRADABSTELLANLAGEOGD.6554587,POINT (16.341460376505612 48.20483748259196),6554587,,7,Halbgasse 17,6,0
FAHRRADABSTELLANLAGEOGD.6554588,POINT (16.364736074290757 48.219017732206886),6554588,,9,Berggasse ggü. 27,2,0
FAHRRADABSTELLANLAGEOGD.6554589,POINT (16.36540524754506 48.21907161202244),6554589,,9,Berggasse ggü. 31,2,0
FAHRRADABSTELLANLAGEOGD.6554590,POINT (16.35972474501661 48.221847656812535),6554590,,9,Fürstengasse ggü. 2,20,0
FAHRRADABSTELLANLAGEOGD.6554591,POINT (16.304770354832844 48.16501715361518),6554591,,12,Marschallplatz 7,8,0
FAHRRADABSTELLANLAGEOGD.6554592,POINT (16.365744780314042 48.21909982398216),6554592,,9,Berggasse ggü. 33,2,0
FAHRRADABSTELLANLAGEOGD.6554593,POINT (16.385899196986976 48.23739190812902),6554593,,20,Allerheiligenplatz 18,6,0
FAHRRADABSTELLANLAGEOGD.6554594,POINT (16.30987667492145 48.129755166760525),6554594,,23,"Basler Gasse ggü. 77, U6-Siebenhirten",8,0
FAHRRADABSTELLANLAGEOGD.6554595,POINT (16.327189519213714 48.19976397352862),6554595,,15,Schweglerstraße 37,2,0
FAHRRADABSTELLANLAGEOGD.6554596,POINT (16.30672437351323 48.20139930332295),6554596,,14,Muthsamgasse ggü. 1,16,0
FAHRRADABSTELLANLAGEOGD.6554597,POINT (16.306632188203437 48.200869170987275),6554597,,14,Muthsamgasse 1,8,0
FAHRRADABSTELLANLAGEOGD.6554598,POINT (16.338592396015034 48.214521770596726),6554598,,17,Veronikagasse 24,6,0
FAHRRADABSTELLANLAGEOGD.6554599,POINT (16.41862831425465 48.18566269156598),6554599,,11,Guglgasse  ggü. 7-9,14,0
FAHRRADABSTELLANLAGEOGD.6554600,POINT (16.347455650348873 48.200284365698074),6554600,,7,Ahornergasse 9,8,0
FAHRRADABSTELLANLAGEOGD.6554601,POINT (16.33124623886017 48.20973264311483),6554601,,16,Thaliastraße 44,6,0
FAHRRADABSTELLANLAGEOGD.6554602,POINT (16.363069459438172 48.22068372878907),6554602,,9,Müllnergasse 15,4,0
FAHRRADABSTELLANLAGEOGD.6554603,POINT (16.367126976000733 48.22158323607484),6554603,,9,Mosergasse 15,12,0
FAHRRADABSTELLANLAGEOGD.6554604,POINT (16.38101345167222 48.20089881268595),6554604,,3,Bayerngasse 4,8,0
FAHRRADABSTELLANLAGEOGD.6554605,POINT (16.315546652911763 48.20225109613833),6554605,,15,Oeverseestraße 2,6,0
FAHRRADABSTELLANLAGEOGD.6554606,POINT (16.361024504925197 48.228719733642215),6554606,,9,Nordbergstraße 15,12,0
FAHRRADABSTELLANLAGEOGD.6554607,POINT (16.371816029855914 48.18790961328963),6554607,,4,Graf-Starhemberg-Gasse 36,8,0
FAHRRADABSTELLANLAGEOGD.6554608,POINT (16.362932791029063 48.21392873820301),6554608,,1,Schottenring 2,20,0
FAHRRADABSTELLANLAGEOGD.6554609,POINT (16.316540290074787 48.23244854718858),6554609,,18,Herbeckstraße 75,10,0
FAHRRADABSTELLANLAGEOGD.6554610,POINT (16.39203256381834 48.212278940636864),6554610,,3,Obere Viaduktgasse 2,6,0
FAHRRADABSTELLANLAGEOGD.6554611,POINT (16.364244237612766 48.213852770517434),6554611,,1,Schottenbastei 1-5,10,0
FAHRRADABSTELLANLAGEOGD.6554612,POINT (16.36429827694911 48.213804391801325),6554612,,1,Schottenbastei 8,10,0
FAHRRADABSTELLANLAGEOGD.6554613,POINT (16.401488386395314 48.225849265645316),6554613,,2,Mexikoplatz 27,6,0
FAHRRADABSTELLANLAGEOGD.6554614,POINT (16.35599248996587 48.2181460031827),6554614,,9,Lackierergasse 1,10,0
FAHRRADABSTELLANLAGEOGD.6554615,POINT (16.375440596942347 48.204710331766584),6554615,,1,Himmelpfortgasse 25,6,0
FAHRRADABSTELLANLAGEOGD.6554616,POINT (16.357329910180688 48.19170172818634),6554616,,5,Pilgramgasse 1,6,0
FAHRRADABSTELLANLAGEOGD.6554617,POINT (16.356071377517615 48.21033030955079),6554617,,1,Friedrich-Schmidt-Platz ggü. 1,10,0
FAHRRADABSTELLANLAGEOGD.6554618,POINT (16.34859413269495 48.19443625437704),6554618,,6,Loquaiplatz 1-2,6,0
FAHRRADABSTELLANLAGEOGD.6554619,POINT (16.374990746143773 48.17839722472715),6554619,,10,Keplerplatz 5,6,0
FAHRRADABSTELLANLAGEOGD.6554620,POINT (16.374457724314002 48.202802278360615),6554620,,1,Hegelgasse 14,4,0
FAHRRADABSTELLANLAGEOGD.6554621,POINT (16.37902418470024 48.205309998623484),6554621,,1,"Parkring - Stadtpark, ggü. Liebenberggasse",6,0
FAHRRADABSTELLANLAGEOGD.6554622,POINT (16.378565074911073 48.21115330687883),6554622,,1,Laurenzerberg 4,8,0
FAHRRADABSTELLANLAGEOGD.6554623,POINT (16.378895644221142 48.212637258109766),6554623,,2,Obere Donaustraße 103,10,0
FAHRRADABSTELLANLAGEOGD.6554624,POINT (16.381775436382764 48.226340075445265),6554624,,2,Nordpolstraße 2,6,0
FAHRRADABSTELLANLAGEOGD.6554625,POINT (16.380349858365975 48.2086321007355),6554625,,1,Falkestraße 3,6,0
FAHRRADABSTELLANLAGEOGD.6554626,POINT (16.374527987449294 48.202871610693926),6554626,,1,Hegelgasse 14,4,0
FAHRRADABSTELLANLAGEOGD.6554627,POINT (16.37497889582022 48.203218748010535),6554627,,1,"Fichtegasse 4, Hegelgasse",20,0
FAHRRADABSTELLANLAGEOGD.6554628,POINT (16.35335777891231 48.22635608737112),6554628,,9,Sobieskigasse 5,6,0
FAHRRADABSTELLANLAGEOGD.6554629,POINT (16.381820494669746 48.21245627141674),6554629,,2,Untere Donaustraße 11,8,0
FAHRRADABSTELLANLAGEOGD.6554630,POINT (16.403714753674713 48.1887388263123),6554630,,3,Helmut-Qualtinger-Gasse 2,6,0
FAHRRADABSTELLANLAGEOGD.6554631,POINT (16.382598254143346 48.21068989555709),6554631,,1,Stubenring ggü. 2,6,0
FAHRRADABSTELLANLAGEOGD.6554632,POINT (16.34520428623871 48.20178718145841),6554632,,7,Westbahnstraße 15,8,0
FAHRRADABSTELLANLAGEOGD.6554633,POINT (16.34211127240216 48.20920189260776),6554633,,8,"Pfeilgasse 37, Stolzenthalergasse",8,0
FAHRRADABSTELLANLAGEOGD.6554634,POINT (16.36586143781113 48.21910960276197),6554634,,9,Berggasse ggü. 33,2,0
FAHRRADABSTELLANLAGEOGD.6554635,POINT (16.355985450329904 48.22035182386209),6554635,,9,Währinger Straße 33-35,34,0
FAHRRADABSTELLANLAGEOGD.6554636,POINT (16.365679525506398 48.22680392579702),6554636,,9,"Roßauer Lände - Friedensbrücke, Donaukanal",6,0
FAHRRADABSTELLANLAGEOGD.6554637,POINT (16.32670569047715 48.191341560665066),6554637,,15,Mariahilfer Straße 194,6,0
FAHRRADABSTELLANLAGEOGD.6554638,POINT (16.368376582449535 48.2197128732764),6554638,,9,Donaukanal - Roßauer Lände ggü. 3,18,0
FAHRRADABSTELLANLAGEOGD.6554639,POINT (16.356526382747635 48.22485259782509),6554639,,9,Alserbachstraße 12,8,0
FAHRRADABSTELLANLAGEOGD.6554640,POINT (16.366775252106095 48.21931165413615),6554640,,9,Berggasse ggü. 39,10,0
FAHRRADABSTELLANLAGEOGD.6554641,POINT (16.283607467559243 48.13388479402591),6554641,,23,"Franz-Parsche-Gasse 8, Richtung Färbermühlgasse",8,0
FAHRRADABSTELLANLAGEOGD.6554642,POINT (16.3901738438545 48.21033823913396),6554642,,3,Untere Viaduktgasse 19,8,0
FAHRRADABSTELLANLAGEOGD.6554643,POINT (16.285238144641376 48.13464195096606),6554643,,23,Fröhlichgasse 68,8,0
FAHRRADABSTELLANLAGEOGD.6554644,POINT (16.28862696042319 48.18620127527233),6554644,,13,Fichtnergasse 15,10,0
FAHRRADABSTELLANLAGEOGD.6554645,POINT (16.322302989965305 48.234724112419876),6554645,,18,Messerschmidtgasse 27,4,0
FAHRRADABSTELLANLAGEOGD.6554646,POINT (16.37997315605508 48.2086251880229),6554646,,1,Dominikanerbastei 6,6,0
FAHRRADABSTELLANLAGEOGD.6554647,POINT (16.287922370016553 48.14639325850951),6554647,,23,"Gatterederstraße, S-Bahnstation Atzgersdorf",24,0
FAHRRADABSTELLANLAGEOGD.6554648,POINT (16.341545754916368 48.20801094050056),6554648,,8,Lerchenfelder Straße 134,4,0
FAHRRADABSTELLANLAGEOGD.6554649,POINT (16.350385098049184 48.21049903510883),6554649,,8,Piaristengasse 50,8,0
FAHRRADABSTELLANLAGEOGD.6554650,POINT (16.34745483552736 48.20425993069797),6554650,,7,Burggasse 69,14,0
FAHRRADABSTELLANLAGEOGD.6554651,POINT (16.316999448412496 48.15009503627216),6554651,,23,"Erlaaer Schleife U6, nächst Erilaweg",32,0
